Date,Open,High,Low,Close,Adj Close,Volume
2015-07-15,929.960022,933.820007,928.570007,930.780029,930.780029,3261810000
2015-07-16,932.250000,939.049988,932.250000,938.969971,938.969971,3227080000
2015-07-17,940.979980,943.340027,939.500000,943.270020,943.270020,3362750000
2015-07-20,943.349976,947.849976,943.010010,945.609985,945.609985,3245870000
2015-07-21,945.130005,945.739990,939.510010,941.099976,941.099976,3343690000
2015-07-22,940.559998,940.679993,935.070007,937.159973,937.159973,3694070000
2015-07-23,937.010010,938.000000,929.719971,931.260010,931.260010,3772810000
2015-07-24,931.309998,934.219971,920.340027,921.210022,921.210022,3870040000
2015-07-27,920.710022,920.710022,914.630005,916.650024,916.650024,3836750000
2015-07-28,917.960022,929.150024,917.960022,928.010010,928.010010,4117740000
2015-07-29,928.909973,936.359985,928.830017,934.780029,934.780029,4038900000
2015-07-30,933.960022,935.679993,928.500000,934.669983,934.669983,3579410000
2015-07-31,936.099976,936.809998,930.440002,931.130005,931.130005,3681340000
2015-08-03,931.570007,932.390015,923.270020,928.590027,928.590027,3476770000
2015-08-04,928.309998,929.119995,923.059998,925.219971,925.219971,3546710000
2015-08-05,925.859985,933.039978,925.859985,927.250000,927.250000,3968680000
2015-08-06,927.750000,929.330017,916.530029,919.469971,919.469971,4246570000
2015-08-07,918.900024,918.900024,911.650024,916.320007,916.320007,3602320000
2015-08-10,917.679993,928.099976,917.679993,927.469971,927.469971,3514460000
2015-08-11,927.280029,927.280029,914.400024,917.650024,917.650024,3708880000
2015-08-12,916.820007,920.210022,903.299988,918.969971,918.969971,4269130000
2015-08-13,919.140015,922.119995,915.289978,917.369995,917.369995,3221300000
2015-08-14,917.330017,921.250000,916.150024,920.750000,920.750000,2795590000
2015-08-17,920.309998,925.229980,915.159973,924.979980,924.979980,2867690000
2015-08-18,924.849976,925.469971,921.090027,922.239990,922.239990,2949990000
2015-08-19,921.659973,922.340027,910.739990,914.479980,914.479980,3512920000
2015-08-20,913.640015,913.640015,895.200012,895.200012,895.200012,3922470000
2015-08-21,894.830017,894.830017,864.770020,864.770020,864.770020,5018240000
2015-08-24,862.770020,862.770020,809.570007,830.789978,830.789978,6622690000
2015-08-25,832.859985,857.239990,819.229980,819.580017,819.580017,5183560000
2015-08-26,822.070007,855.979980,822.070007,854.690002,854.690002,5348250000
2015-08-27,855.260010,875.640015,855.260010,875.380005,875.380005,5006390000
2015-08-28,874.719971,877.590027,869.369995,875.580017,875.580017,3949080000
2015-08-31,874.989990,874.989990,864.900024,868.219971,868.219971,3915100000
2015-09-01,867.549988,867.549988,837.059998,841.770020,841.770020,4371850000
2015-09-02,842.409973,858.739990,842.409973,858.700012,858.700012,3742620000
2015-09-03,859.489990,869.580017,855.510010,858.369995,858.369995,3520700000
2015-09-04,857.080017,857.080017,840.039978,844.770020,844.770020,3167090000
2015-09-08,847.359985,866.510010,847.359985,866.030029,866.030029,3548650000
2015-09-09,866.630005,874.869995,851.419983,853.409973,853.409973,3652120000
2015-09-10,853.229980,864.719971,851.690002,859.150024,859.150024,3626320000
2015-09-11,858.890015,863.010010,853.520020,863.010010,863.010010,3218590000
2015-09-14,864.359985,864.380005,857.260010,859.750000,859.750000,3000200000
2015-09-15,860.679993,874.030029,860.679993,871.530029,871.530029,3239860000
2015-09-16,871.489990,879.369995,871.099976,878.469971,878.469971,3630680000
2015-09-17,878.500000,889.260010,873.940002,875.520020,875.520020,4183790000
2015-09-18,875.440002,875.440002,859.460022,861.369995,861.369995,6021240000
2015-09-21,862.609985,870.799988,860.299988,865.770020,865.770020,3269350000
2015-09-22,863.770020,863.770020,849.789978,856.239990,856.239990,3808260000
2015-09-23,856.510010,859.390015,851.880005,854.809998,854.809998,3190530000
2015-09-24,853.390015,854.580017,841.570007,852.340027,852.340027,4091530000
2015-09-25,853.840027,861.869995,847.690002,851.900024,851.900024,3721870000
2015-09-28,850.929993,850.929993,830.539978,831.650024,831.650024,4326660000
2015-09-29,831.669983,839.719971,826.729980,832.549988,832.549988,4132390000
2015-09-30,833.640015,848.260010,833.640015,848.260010,848.260010,4525070000
2015-10-01,847.940002,851.479980,839.940002,850.349976,850.349976,3983600000
